CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
76,104430005202400002,202400002,2024-09-18,13,5,1,2,1,3,2,2,2024-09-16 19:05:00,2024-09-16 21:05:00,2024-09-18 19:05:00,13.00537,77.57585,"On 2024-09-16, Manjunath Kumar, a resident of 94, Extension, Peenya, reported that the motorcycle parked outside the residence was stolen during the night. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
77,104430002202400001,202400001,2024-07-11,3,2,1,2,3,6,2,1,2024-07-08 13:36:00,2024-07-08 14:36:00,2024-07-11 13:36:00,13.09224,77.60609,"On 2024-07-08, Rakesh Patil, a resident of 9, Main Road, RT Nagar, reported that the suspect posed as a bank official and obtained the OTP over a phone call. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
78,104430002202500004,202500004,2025-08-16,2,2,1,1,4,7,3,2,2025-08-13 19:08:00,2025-08-13 19:08:00,2025-08-16 19:08:00,13.09185,77.59578,"On 2025-08-13, Lokesh Murthy, a resident of 86, Cross Road, Peenya, reported that a tip-off led to the seizure of contraband from a rented room. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
79,104430003202400004,202400004,2024-11-05,5,3,1,2,1,3,1,2,2024-11-02 21:49:00,2024-11-02 21:49:00,2024-11-05 21:49:00,13.01503,77.57712,"On 2024-11-02, Chetan Jadhav, a resident of 83, Layout, Hebbal, reported that the motorcycle parked outside the residence was stolen during the night. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
80,804300011202400001,202400001,2024-09-23,25,11,8,2,1,2,2,5,2024-09-21 12:48:00,2024-09-21 13:48:00,2024-09-23 12:48:00,17.3297,76.82635,"On 2024-09-21, Prakash Desai, a resident of 62, Colony, Chittapur, reported that entry was gained through an unsecured rear window and the almirah was ransacked. The incident occurred within the limits of Kalaburagi City Police Station in Kalaburagi district."
81,104430005202500011,202500011,2025-09-01,12,5,1,2,1,2,1,1,2025-09-01 06:03:00,2025-09-01 07:03:00,2025-09-01 06:03:00,13.03249,77.61378,"On 2025-09-01, Ananya Kulkarni, a resident of 161, Main Road, Hebbal, reported that the lock of the main door was broken open while the house was locked and the family was away. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
82,104500007202500006,202500006,2025-10-07,15,7,1,1,4,7,2,4,2025-10-04 20:12:00,2025-10-04 20:12:00,2025-10-07 20:12:00,12.30923,76.6525,"On 2025-10-04, Savitha Patil, a resident of 165, Main Road, Krishnaraja, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
83,104430005202500012,202500012,2025-12-11,13,5,1,2,1,1,2,2,2025-12-09 20:50:00,2025-12-09 20:50:00,2025-12-11 20:50:00,13.0421,77.57491,"On 2025-12-09, Shwetha Kulkarni, a resident of 163, Main Road, RT Nagar, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
84,104430002202600002,202600002,2026-01-27,2,2,1,2,1,1,3,1,2026-01-26 05:37:00,2026-01-26 07:37:00,2026-01-27 05:37:00,13.10888,77.5816,"On 2026-01-26, Ananya Kulkarni, a resident of 161, Main Road, Hebbal, reported that two-wheeler borne suspects snatched the gold chain and fled towards the ring road. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
85,804500009202400001,202400001,2024-11-04,22,9,8,2,3,6,2,4,2024-11-02 01:01:00,2024-11-02 01:01:00,2024-11-04 01:01:00,12.28892,76.29259,"On 2024-11-02, Girish Swamy, a resident of 26, Main Road, Hunsur, reported that the suspect posed as a bank official and obtained the OTP over a phone call. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
86,104430002202500005,202500005,2025-11-24,2,2,1,2,3,6,2,1,2025-11-24 13:32:00,2025-11-24 14:32:00,2025-11-24 13:32:00,13.11469,77.5843,"On 2025-11-24, Prakash Bhat, a resident of 37, Colony, Hebbal, reported that payment was collected for goods advertised online which were never delivered. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
87,104300011202500002,202500002,2025-06-18,26,11,1,2,3,6,1,5,2025-06-16 14:12:00,2025-06-16 16:12:00,2025-06-18 14:12:00,17.30803,76.82011,"On 2025-06-16, Vinay Swamy, a resident of 2, Extension, Kalaburagi City, reported that the suspect posed as a bank official and obtained the OTP over a phone call. The incident occurred within the limits of Kalaburagi City Police Station in Kalaburagi district."
88,104430003202600004,202600004,2026-01-13,5,3,1,2,1,2,1,2,2026-01-13 19:50:00,2026-01-13 19:50:00,2026-01-13 19:50:00,13.05143,77.58664,"On 2026-01-13, Yusuf Swamy, a resident of 78, Cross Road, Hebbal, reported that entry was gained through an unsecured rear window and the almirah was ransacked. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
89,104430002202500006,202500006,2025-09-24,3,2,1,1,4,7,1,2,2025-09-22 13:27:00,2025-09-22 16:27:00,2025-09-24 13:27:00,13.09105,77.59994,"On 2025-09-22, Kiran Naik, a resident of 115, Layout, Peenya, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
90,104430002202600003,202600003,2026-06-08,2,2,1,2,1,3,2,2,2026-06-08 05:16:00,2026-06-08 08:16:00,2026-06-08 05:16:00,13.09405,77.60689,"On 2026-06-08, Nandini Achar, a resident of 26, Colony, Yelahanka, reported that the vehicle was taken from an unattended parking lot after the steering lock was broken. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
91,104430002202600004,202600004,2026-05-27,2,2,1,2,1,1,2,1,2026-05-24 05:51:00,2026-05-24 06:51:00,2026-05-27 05:51:00,13.08136,77.59631,"On 2026-05-24, Anand Swamy, a resident of 133, Colony, RT Nagar, reported that two-wheeler borne suspects snatched the gold chain and fled towards the ring road. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
92,104430004202500006,202500006,2025-01-27,9,4,1,2,1,3,3,1,2025-01-26 03:56:00,2025-01-26 04:56:00,2025-01-27 03:56:00,13.01632,77.51818,"On 2025-01-26, Naveen Gowda, a resident of 74, Extension, RT Nagar, reported that the vehicle was taken from an unattended parking lot after the steering lock was broken. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
93,804430002202500001,202500001,2025-12-07,2,2,8,1,4,7,2,1,2025-12-04 11:42:00,2025-12-04 11:42:00,2025-12-07 11:42:00,13.10054,77.57454,"On 2025-12-04, Prakash Murthy, a resident of 81, Extension, RT Nagar, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
94,104430002202500007,202500007,2025-03-16,2,2,1,1,4,7,3,1,2025-03-13 16:41:00,2025-03-13 16:41:00,2025-03-16 16:41:00,13.1145,77.59676,"On 2025-03-13, Kiran Naik, a resident of 115, Layout, Peenya, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
95,104500007202600003,202600003,2026-05-08,17,7,1,1,1,4,2,4,2026-05-06 13:21:00,2026-05-06 13:21:00,2026-05-08 13:21:00,12.32666,76.67462,"On 2026-05-06, Farhan Pujari, a resident of 154, Colony, Hunsur, reported that the suspects threatened the complainant with a knife and took cash and a mobile phone. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
96,104500008202400001,202400001,2024-12-22,19,8,1,2,2,5,2,3,2024-12-21 10:45:00,2024-12-21 11:45:00,2024-12-22 10:45:00,12.10372,76.66202,"On 2024-12-21, Umesh Achar, a resident of 29, Main Road, Hunsur, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
97,104500009202600004,202600004,2026-01-29,22,9,1,2,3,6,1,4,2026-01-27 16:17:00,2026-01-27 17:17:00,2026-01-29 16:17:00,12.32459,76.29672,"On 2026-01-27, Farhan Desai, a resident of 37, Layout, Krishnaraja, reported that the suspect posed as a bank official and obtained the OTP over a phone call. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
98,104430005202600006,202600006,2026-02-17,12,5,1,1,1,4,1,2,2026-02-15 20:22:00,2026-02-15 22:22:00,2026-02-17 20:22:00,13.0277,77.57212,"On 2026-02-15, Nandini Desai, a resident of 71, Main Road, Peenya, reported that the suspects threatened the complainant with a knife and took cash and a mobile phone. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
99,104300012202600003,202600003,2026-05-26,29,12,1,2,3,6,1,5,2026-05-23 00:06:00,2026-05-23 01:06:00,2026-05-26 00:06:00,17.57318,76.57526,"On 2026-05-23, Savitha Hegde, a resident of 18, Layout, Aland, reported that the complainant was induced to transfer money on the promise of a part-time job. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
100,104500007202500007,202500007,2025-10-12,17,7,1,1,4,7,1,4,2025-10-09 11:46:00,2025-10-09 13:46:00,2025-10-12 11:46:00,12.283,76.65672,"On 2025-10-09, Mahesh Achar, a resident of 43, Colony, Hunsur, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
101,104500009202600005,202600005,2026-05-27,23,9,1,2,2,5,3,3,2026-05-25 15:16:00,2026-05-25 15:16:00,2026-05-27 15:16:00,12.28233,76.27567,"On 2026-05-25, Vinay Swamy, a resident of 56, Main Road, Nanjangud, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
102,104500009202500007,202500007,2025-12-06,23,9,1,2,1,3,1,4,2025-12-06 09:38:00,2025-12-06 09:38:00,2025-12-06 09:38:00,12.29785,76.27323,"On 2025-12-06, Prakash Bhat, a resident of 159, Extension, Nanjangud, reported that the vehicle was taken from an unattended parking lot after the steering lock was broken. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
103,104430005202600007,202600007,2026-02-03,13,5,1,1,1,4,3,2,2026-02-01 02:51:00,2026-02-01 02:51:00,2026-02-03 02:51:00,13.00991,77.59333,"On 2026-02-01, Farhan Desai, a resident of 93, Main Road, Hebbal, reported that the suspects threatened the complainant with a knife and took cash and a mobile phone. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
104,104430004202500007,202500007,2025-05-18,9,4,1,2,1,1,2,2,2025-05-18 20:08:00,2025-05-18 20:08:00,2025-05-18 20:08:00,13.01425,77.50311,"On 2025-05-18, Girish Swamy, a resident of 119, Main Road, Yelahanka, reported that two-wheeler borne suspects snatched the gold chain and fled towards the ring road. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
105,104500007202500008,202500008,2025-04-18,17,7,1,2,3,6,2,4,2025-04-16 22:24:00,2025-04-17 00:24:00,2025-04-18 22:24:00,12.28307,76.67556,"On 2025-04-16, Deepa Prasad, a resident of 85, Colony, Nanjangud, reported that the complainant was induced to transfer money on the promise of a part-time job. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
106,104430002202600005,202600005,2026-02-24,3,2,1,2,1,1,2,1,2026-02-21 13:41:00,2026-02-21 13:41:00,2026-02-24 13:41:00,13.11272,77.61453,"On 2026-02-21, Imran Kulkarni, a resident of 6, Main Road, RT Nagar, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
107,104500007202600004,202600004,2026-02-11,16,7,1,2,1,1,2,4,2026-02-09 08:01:00,2026-02-09 09:01:00,2026-02-11 08:01:00,12.31267,76.67312,"On 2026-02-09, Basavaraj Rao, a resident of 175, Extension, Hunsur, reported that suspects on a motorcycle without a number plate snatched the chain near a bus stop. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
108,104500009202600006,202600006,2026-01-05,22,9,1,1,1,4,1,4,2026-01-02 08:22:00,2026-01-02 08:22:00,2026-01-05 08:22:00,12.306,76.30227,"On 2026-01-02, Girish Achar, a resident of 6, Extension, Krishnaraja, reported that an armed group waylaid the complainant on a deserted stretch and robbed the collection amount. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
109,104500008202500003,202500003,2025-09-23,19,8,1,2,1,2,2,3,2025-09-21 05:28:00,2025-09-21 08:28:00,2025-09-23 05:28:00,12.11446,76.67164,"On 2025-09-21, Girish Patil, a resident of 2, Colony, Krishnaraja, reported that the grill of the ventilator was cut and gold ornaments and cash were taken. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
110,104300013202600005,202600005,2026-03-06,31,13,1,2,1,2,3,5,2026-03-05 13:52:00,2026-03-05 13:52:00,2026-03-06 13:52:00,17.1016,77.06169,"On 2026-03-05, Harish Bhat, a resident of 140, Layout, Aland, reported that the lock of the main door was broken open while the house was locked and the family was away. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
111,104430005202600008,202600008,2026-06-04,12,5,1,2,2,5,3,2,2026-06-02 11:36:00,2026-06-02 12:36:00,2026-06-04 11:36:00,13.01917,77.6136,"On 2026-06-02, Kavitha Jadhav, a resident of 128, Extension, Hebbal, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
112,104300011202600002,202600002,2026-03-09,26,11,1,2,1,2,2,6,2026-03-08 10:58:00,2026-03-08 12:58:00,2026-03-09 10:58:00,17.32196,76.81207,"On 2026-03-08, Prakash Patil, a resident of 61, Layout, Aland, reported that entry was gained through an unsecured rear window and the almirah was ransacked. The incident occurred within the limits of Kalaburagi City Police Station in Kalaburagi district."
113,104300012202500003,202500003,2025-12-02,29,12,1,2,3,6,1,5,2025-12-01 04:58:00,2025-12-01 04:58:00,2025-12-02 04:58:00,17.55775,76.58345,"On 2025-12-01, Pooja Naik, a resident of 58, Extension, Kalaburagi City, reported that the suspect posed as a bank official and obtained the OTP over a phone call. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
114,104430005202600009,202600009,2026-01-05,13,5,1,1,4,7,1,1,2026-01-02 15:22:00,2026-01-02 15:22:00,2026-01-05 15:22:00,13.00806,77.57853,"On 2026-01-02, Suresh Gowda, a resident of 86, Main Road, Yelahanka, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
115,104500007202400003,202400003,2024-09-05,17,7,1,2,2,5,1,3,2024-09-03 18:25:00,2024-09-03 21:25:00,2024-09-05 18:25:00,12.31505,76.63975,"On 2024-09-03, Basavaraj Rao, a resident of 175, Extension, Hunsur, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
116,104430003202500004,202500004,2025-03-07,6,3,1,1,4,7,2,2,2025-03-05 18:03:00,2025-03-05 21:03:00,2025-03-07 18:03:00,13.02777,77.57567,"On 2025-03-05, Ananya Prasad, a resident of 115, Cross Road, Peenya, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
117,104430005202400003,202400003,2024-10-01,12,5,1,2,1,3,1,2,2024-10-01 20:33:00,2024-10-01 23:33:00,2024-10-01 20:33:00,13.03365,77.60772,"On 2024-10-01, Prakash Kulkarni, a resident of 84, Main Road, Hebbal, reported that the motorcycle parked outside the residence was stolen during the night. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
118,804300012202500001,202500001,2025-10-17,29,12,8,1,1,4,1,6,2025-10-15 11:00:00,2025-10-15 11:00:00,2025-10-17 11:00:00,17.54676,76.57979,"On 2025-10-15, Yusuf Hegde, a resident of 101, Layout, Chittapur, reported that an armed group waylaid the complainant on a deserted stretch and robbed the collection amount. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
119,104430005202500013,202500013,2025-10-14,12,5,1,2,3,6,1,2,2025-10-14 14:12:00,2025-10-14 17:12:00,2025-10-14 14:12:00,13.01389,77.58704,"On 2025-10-14, Nandini Achar, a resident of 26, Colony, Yelahanka, reported that payment was collected for goods advertised online which were never delivered. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
120,104430005202600010,202600010,2026-04-28,13,5,1,2,3,6,1,1,2026-04-28 10:35:00,2026-04-28 10:35:00,2026-04-28 10:35:00,13.00106,77.57429,"On 2026-04-28, Naveen Gowda, a resident of 74, Extension, RT Nagar, reported that payment was collected for goods advertised online which were never delivered. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
121,104500009202600007,202600007,2026-01-04,23,9,1,2,2,5,2,3,2026-01-01 10:29:00,2026-01-01 13:29:00,2026-01-04 10:29:00,12.29736,76.28086,"On 2026-01-01, Bhavya Kumar, a resident of 79, Layout, Krishnaraja, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
122,104500009202400003,202400003,2024-09-02,22,9,1,2,1,1,2,3,2024-09-02 10:58:00,2024-09-02 10:58:00,2024-09-02 10:58:00,12.30649,76.28232,"On 2024-09-02, Kiran Naik, a resident of 133, Main Road, Hunsur, reported that suspects on a motorcycle without a number plate snatched the chain near a bus stop. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
123,104430003202500005,202500005,2025-05-06,6,3,1,2,2,5,1,2,2025-05-03 04:35:00,2025-05-03 06:35:00,2025-05-06 04:35:00,13.05767,77.60907,"On 2025-05-03, Bhavya Desai, a resident of 9, Main Road, Peenya, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
124,104300013202500005,202500005,2025-08-25,31,13,1,2,1,3,1,5,2025-08-25 22:01:00,2025-08-25 22:01:00,2025-08-25 22:01:00,17.11698,77.08693,"On 2025-08-25, Kiran Rao, a resident of 8, Main Road, Kalaburagi City, reported that the motorcycle parked outside the residence was stolen during the night. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
125,104430004202400002,202400002,2024-11-20,9,4,1,2,1,2,2,2,2024-11-18 14:28:00,2024-11-18 16:28:00,2024-11-20 14:28:00,13.03327,77.5005,"On 2024-11-18, Deepa Pujari, a resident of 88, Colony, RT Nagar, reported that the grill of the ventilator was cut and gold ornaments and cash were taken. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
126,104300011202500003,202500003,2025-03-19,25,11,1,2,3,6,1,5,2025-03-19 02:29:00,2025-03-19 04:29:00,2025-03-19 02:29:00,17.33766,76.83184,"On 2025-03-19, Harish Bhat, a resident of 140, Layout, Aland, reported that the complainant was induced to transfer money on the promise of a part-time job. The incident occurred within the limits of Kalaburagi City Police Station in Kalaburagi district."
127,104430003202600005,202600005,2026-02-14,6,3,1,1,4,7,2,2,2026-02-13 11:23:00,2026-02-13 12:23:00,2026-02-14 11:23:00,13.04045,77.58344,"On 2026-02-13, Mahesh Desai, a resident of 55, Main Road, Yelahanka, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
128,104300011202600003,202600003,2026-03-16,26,11,1,2,2,5,1,6,2026-03-15 16:42:00,2026-03-15 18:42:00,2026-03-16 16:42:00,17.33783,76.83029,"On 2026-03-15, Vinay Swamy, a resident of 2, Extension, Kalaburagi City, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Kalaburagi City Police Station in Kalaburagi district."
129,104500008202400002,202400002,2024-11-20,20,8,1,2,1,1,2,4,2024-11-17 10:24:00,2024-11-17 10:24:00,2024-11-20 10:24:00,12.10013,76.6964,"On 2024-11-17, Vinay Prasad, a resident of 111, Main Road, Nanjangud, reported that two-wheeler borne suspects snatched the gold chain and fled towards the ring road. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
130,104300011202500004,202500004,2025-01-29,25,11,1,2,1,1,1,5,2025-01-27 10:58:00,2025-01-27 10:58:00,2025-01-29 10:58:00,17.34982,76.84117,"On 2025-01-27, Ananya Desai, a resident of 55, Colony, Chittapur, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of Kalaburagi City Police Station in Kalaburagi district."
131,104500009202500008,202500008,2025-11-06,23,9,1,2,1,2,3,3,2025-11-03 09:09:00,2025-11-03 11:09:00,2025-11-06 09:09:00,12.32524,76.27275,"On 2025-11-03, Chetan Murthy, a resident of 40, Layout, Krishnaraja, reported that entry was gained through an unsecured rear window and the almirah was ransacked. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
132,104430003202500006,202500006,2025-01-16,5,3,1,2,2,5,2,1,2025-01-16 20:53:00,2025-01-16 21:53:00,2025-01-16 20:53:00,13.02847,77.61306,"On 2025-01-16, Roopa Swamy, a resident of 14, Extension, RT Nagar, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
133,104430002202500008,202500008,2025-05-14,3,2,1,1,1,4,1,2,2025-05-13 09:01:00,2025-05-13 12:01:00,2025-05-14 09:01:00,13.08733,77.59891,"On 2025-05-13, Ananya Kulkarni, a resident of 161, Main Road, Hebbal, reported that the suspects threatened the complainant with a knife and took cash and a mobile phone. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
134,104300013202500006,202500006,2025-12-20,32,13,1,2,3,6,2,5,2025-12-18 16:15:00,2025-12-18 18:15:00,2025-12-20 16:15:00,17.11879,77.07173,"On 2025-12-18, Farhan Rao, a resident of 68, Main Road, Aland, reported that payment was collected for goods advertised online which were never delivered. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
135,104430002202600006,202600006,2026-01-09,3,2,1,2,3,6,1,1,2026-01-06 00:47:00,2026-01-06 03:47:00,2026-01-09 00:47:00,13.09323,77.57436,"On 2026-01-06, Imran Rao, a resident of 99, Main Road, Hebbal, reported that the suspect posed as a bank official and obtained the OTP over a phone call. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
136,104430004202600002,202600002,2026-01-17,10,4,1,2,3,6,3,2,2026-01-15 05:15:00,2026-01-15 07:15:00,2026-01-17 05:15:00,13.00692,77.5095,"On 2026-01-15, Savitha Hegde, a resident of 43, Layout, Hebbal, reported that the suspect posed as a bank official and obtained the OTP over a phone call. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
137,104430004202600003,202600003,2026-03-04,10,4,1,2,2,5,2,1,2026-03-04 03:50:00,2026-03-04 05:50:00,2026-03-04 03:50:00,13.03593,77.50152,"On 2026-03-04, Pooja Desai, a resident of 69, Main Road, RT Nagar, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
138,104300011202600004,202600004,2026-04-08,26,11,1,2,1,1,1,5,2026-04-07 02:22:00,2026-04-07 03:22:00,2026-04-08 02:22:00,17.348,76.84221,"On 2026-04-07, Harish Bhat, a resident of 140, Layout, Aland, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of Kalaburagi City Police Station in Kalaburagi district."
139,104430003202500007,202500007,2025-07-09,6,3,1,2,1,1,1,1,2025-07-07 09:44:00,2025-07-07 09:44:00,2025-07-09 09:44:00,13.03402,77.58154,"On 2025-07-07, Mahesh Shetty, a resident of 118, Extension, Peenya, reported that two-wheeler borne suspects snatched the gold chain and fled towards the ring road. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
140,104430002202400002,202400002,2024-08-04,3,2,1,2,3,6,2,1,2024-08-01 06:56:00,2024-08-01 06:56:00,2024-08-04 06:56:00,13.08539,77.60213,"On 2024-08-01, Prakash Swamy, a resident of 118, Layout, RT Nagar, reported that the complainant was induced to transfer money on the promise of a part-time job. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
141,104300013202500007,202500007,2025-07-22,31,13,1,2,1,2,2,5,2025-07-19 04:56:00,2025-07-19 05:56:00,2025-07-22 04:56:00,17.13462,77.06324,"On 2025-07-19, Basavaraj Patil, a resident of 169, Layout, Kalaburagi City, reported that the lock of the main door was broken open while the house was locked and the family was away. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
142,104430003202400005,202400005,2024-08-12,6,3,1,2,3,6,2,2,2024-08-10 12:12:00,2024-08-10 13:12:00,2024-08-12 12:12:00,13.05186,77.59118,"On 2024-08-10, Shwetha Gowda, a resident of 161, Cross Road, Hebbal, reported that the complainant was induced to transfer money on the promise of a part-time job. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
143,104300013202500008,202500008,2025-01-15,32,13,1,2,1,2,1,5,2025-01-12 20:48:00,2025-01-12 21:48:00,2025-01-15 20:48:00,17.11181,77.101,"On 2025-01-12, Ravi Kamath, a resident of 175, Extension, Aland, reported that the lock of the main door was broken open while the house was locked and the family was away. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
144,104500007202600005,202600005,2026-05-05,16,7,1,2,3,6,3,3,2026-05-05 05:21:00,2026-05-05 08:21:00,2026-05-05 05:21:00,12.30644,76.67188,"On 2026-05-05, Girish Desai, a resident of 75, Colony, Hunsur, reported that the complainant was induced to transfer money on the promise of a part-time job. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
145,104300012202500004,202500004,2025-12-09,28,12,1,2,2,5,3,6,2025-12-06 02:31:00,2025-12-06 04:31:00,2025-12-09 02:31:00,17.55239,76.57441,"On 2025-12-06, Prakash Swamy, a resident of 177, Extension, Kalaburagi City, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
146,104500008202400003,202400003,2024-07-05,20,8,1,2,1,3,1,3,2024-07-04 16:42:00,2024-07-04 17:42:00,2024-07-05 16:42:00,12.13362,76.68078,"On 2024-07-04, Kavitha Gowda, a resident of 157, Cross Road, Krishnaraja, reported that the vehicle was taken from an unattended parking lot after the steering lock was broken. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
147,104300011202500005,202500005,2025-03-30,26,11,1,2,3,6,3,6,2025-03-27 07:48:00,2025-03-27 08:48:00,2025-03-30 07:48:00,17.33465,76.82,"On 2025-03-27, Pooja Swamy, a resident of 118, Cross Road, Chittapur, reported that payment was collected for goods advertised online which were never delivered. The incident occurred within the limits of Kalaburagi City Police Station in Kalaburagi district."
148,804500007202500001,202500001,2025-03-02,17,7,8,1,4,7,1,4,2025-03-01 17:30:00,2025-03-01 20:30:00,2025-03-02 17:30:00,12.28413,76.65136,"On 2025-03-01, Kiran Shetty, a resident of 4, Extension, Krishnaraja, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
149,104430002202600007,202600007,2026-01-10,2,2,1,2,1,1,2,1,2026-01-08 06:27:00,2026-01-08 09:27:00,2026-01-10 06:27:00,13.0999,77.60811,"On 2026-01-08, Deepa Pujari, a resident of 88, Colony, RT Nagar, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
150,104430003202500008,202500008,2025-05-24,6,3,1,2,1,3,1,1,2025-05-22 23:27:00,2025-05-22 23:27:00,2025-05-24 23:27:00,13.02289,77.61652,"On 2025-05-22, Nagaraj Desai, a resident of 98, Colony, Peenya, reported that the motorcycle parked outside the residence was stolen during the night. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
151,104430005202400004,202400004,2024-10-13,13,5,1,2,3,6,2,1,2024-10-13 07:46:00,2024-10-13 08:46:00,2024-10-13 07:46:00,13.01243,77.57572,"On 2024-10-13, Nandini Desai, a resident of 71, Main Road, Peenya, reported that the suspect posed as a bank official and obtained the OTP over a phone call. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
